"Year","Month","State","Primary Mode","Etiology","Serotype or Genotype","Etiology Status","Setting","Illnesses","Hospitalizations","Info On Hospitalizations","Deaths","Info On Deaths","Food Vehicle","Food Contaminated Ingredient","IFSAC Category","Water Exposure","Water Type","Animal Type"
"2016","7","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","25","0","0","0","25",,,,,,
"2016","7","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2016","7","Illinois","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","36","0","18","0","18",,,,,,
"2016","7","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2016","8","Tennessee","Food","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Restaurant: Sit-down dining","8","1","8","0","8",,,,,,
"2016","8","Oregon","Food","Norovirus Genogroup II;Norovirus Genogroup II","GII.4 untypeable; GII.4 untypeable","Confirmed;Confirmed","Restaurant: Sit-down dining","10","0","10","0","10",,,,,,
"2016","8","Florida","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2016","8","Minnesota","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2016","8","Minnesota","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4","Chicken Taco Salad;quesadillas",,"Multiple",,,
"2016","8","Florida","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","19","0","19","0","19","Parfait","Yogurt;grains;berries","Multiple",,,
"2016","8","Maine","Food","Astrovirus;Vibrio parahaemolyticus;Vibrio other;Sapovirus;Norovirus other",,"Suspected;Confirmed;Confirmed;Suspected;Suspected","Restaurant: Sit-down dining","13","1","13","0","13","lobster",,"Crustaceans",,,
"2016","8","Washington","Food","Norovirus unknown",,"Suspected","Caterer;Banquet Facility (food prepared and served on-site);Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2016","8","Illinois","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","13","0","13","0","13","Gyro",,"Multiple",,,
"2016","8","California","Food","Norovirus unknown",,"Suspected","Restaurant: Other","4","0","4","0","4",,,,,,
"2016","8","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2016","9","Tennessee","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","18","0","18","0","18",,,,,,
"2016","9","Ohio","Food","Norovirus Genogroup II","other","Confirmed","Restaurant: Sit-down dining","4","0","2","0","2",,,,,,
"2016","9","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","1","3","0","3","spinach dip with tortilla chips","spinach;salsa;chips;cheese","Multiple",,,
"2016","9","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2016","9","Ohio","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2016","9","Ohio","Food","Norovirus Genogroup I","GI.7","Confirmed","Restaurant: Sit-down dining","6","0","6","0","6","pickles, deep fried",,"Multiple",,,
"2016","9","Oregon","Food","Rotavirus;Sapovirus;Norovirus",,"Suspected;Confirmed;Suspected","Banquet Facility (food prepared and served on-site);Restaurant: Buffet","14","1","13","0","13",,,,,,
"2016","9","Colorado","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2016","9","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2016","9","Colorado","Food","Norovirus",,"Confirmed","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2016","9","Kansas","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Buffet","2","0","2","0","0",,,,,,
"2016","9","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","13","0","12","0","12",,,,,,
"2016","9","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","17","0","13","0","17",,,,,,
"2016","9","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","23","0","23","0","23",,,,,,
"2016","9","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","7","0","7","0","7","salad, unspecified",,"Multiple",,,
"2016","9","California","Food","Norovirus unknown",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","3","0","3","0","3",,,,,,
"2016","10","Virginia","Food","Norovirus Genogroup II;Norovirus Genogroup II","GII.7;unknown","Suspected;Confirmed","Restaurant: Sit-down dining","11","1","11","0","11",,,,,,
"2016","10","New York","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2016","10","Wisconsin","Food","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Restaurant: Sit-down dining","8","0","8","0","8","sushi",,"Multiple",,,
"2016","10","Connecticut","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","9","0","9","0","9",,,,,,
"2016","10","Minnesota","Food","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Restaurant: Sit-down dining","23","0","23","0","23","hamburger",,"Multiple",,,
"2016","10","Minnesota","Food","Norovirus Genogroup II","GII.4 other","Confirmed","Restaurant: Sit-down dining","22","1","22","0","22","salad",,"Multiple",,,
"2016","10","Florida","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4","sushi and sashimi","vinegar;sushi rice;sugar, white;seaweed;salt;fish, tuna","Multiple",,,
"2016","10","Colorado","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","14","1","14","0","14",,,,,,
"2016","10","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2016","10","Pennsylvania","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","18","0","18","0","18",,,,,,
"2016","11","Minnesota","Food","Norovirus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","9",,"0",,"0",,,,,,
"2016","11","Tennessee","Food","Norovirus Genogroup I;Norovirus Genogroup I","GI.7;unknown","Confirmed;Confirmed","Restaurant: Sit-down dining","26","0","26","0","26","coleslaw",,"Multiple",,,
"2016","11","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","1","2","0","2","taco, chicken",,"Multiple",,,
"2016","11","Wisconsin","Food","Norovirus Genogroup I","GI.7","Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2016","11","Wisconsin","Food","Norovirus Genogroup II","unknown","Suspected","Restaurant: Sit-down dining","20","0","20","0","20",,,,,,
"2016","11","Wyoming","Environmental contamination other than food/water","Norovirus Genogroup II","GII.6","Confirmed","Restaurant","10","0","10","0","10",,,,,,
"2016","11","Minnesota","Food","Norovirus Genogroup II","GII.4 untypeable","Suspected","Restaurant: Buffet","30","0","30","0","30","Honey Mustard;sour cream;cottage cheese, unspecified;chicken, buffalo wings",,"Multiple",,,
"2016","11","Minnesota","Food","Norovirus Genogroup II","GII.7","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","11","0","11","0","11",,,,,,
"2016","11","Ohio","Food","Norovirus Genogroup I","GI.7","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2","french fries",,"Root/Underground",,,
"2016","11","Colorado","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","7","0","7","0","7",,,,,,
"2016","11","Wisconsin","Food","Norovirus Genogroup II","GII.6","Confirmed","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2016","11","Georgia","Food","Norovirus Genogroup I","unknown","Suspected","Restaurant: Sit-down dining","20","1","20","0","20",,,,,,
"2016","11","California","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","13","0","13","0","13",,,,,,
"2016","11","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2016","11","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","7","0","7","0","7",,,,,,
"2016","12","Virginia","Food","Norovirus Genogroup I;Norovirus Genogroup I","GI.7;unknown","Suspected;Suspected","Restaurant: Sit-down dining","10","0","10","0","10",,,,,,
"2016","12","Wisconsin","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","10","0","10","0","10",,,,,,
"2016","12","Multistate","Food","Norovirus Genogroup II","GII.4 untypeable","Suspected","Restaurant: Other","45","0","45","0","45",,,,,,
"2016","12","Minnesota","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4",,,,,,
"2016","12","Tennessee","Food","Norovirus Genogroup II","GII.2","Confirmed","Restaurant: Sit-down dining","10","0","6","0","6",,,,,,
"2016","12","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","6","1","6","0","6",,,,,,
"2016","12","South Carolina","Food","Norovirus Genogroup II","GII.2","Confirmed","Restaurant: Sit-down dining","6","0","6","0","6","dips","spinach","Vegetable Row Crops",,,
"2016","12","New York","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5","squid, fried",,"Multiple",,,
"2016","12","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2016","12","Ohio","Food","Norovirus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2",,,,,,
"2016","12","Minnesota","Food","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2016","12","Ohio","Food","Norovirus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2",,,,,,
"2016","12","Florida","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2","butternut squash soup;chicken salad",,"Multiple",,,
"2016","12","Maryland","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Other;Restaurant: Sit-down dining;Other","5","0","5","0","5",,,,,,
"2016","12","Tennessee","Food","Staphylococcus aureus;Escherichia coli, Enteroaggregative;Norovirus Genogroup I",,"Suspected;Suspected;Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2016","12","Ohio","Food","Norovirus Genogroup I","GI.2","Confirmed","Restaurant: Sit-down dining","34","0","34","0","34",,,,,,
"2016","12","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2016","12","Maryland","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","11","0","10","0","11",,,,,,
"2016","12","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2016","12","Colorado","Food","Norovirus",,"Confirmed","Restaurant: Sit-down dining","18","0","18","0","18",,,,,,
"2016","12","Pennsylvania","Food","Norovirus",,"Suspected","Restaurant: Other","22","0","22","0","22",,,,,,
"2016","12","Illinois","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","21","0","21","0","21",,,,,,
"2016","12","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","7","0","7","0","7",,,,,,
"2016","12","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2016","12","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","24","0","24","0","24",,,,,,
"2017","1","Washington","Food","Norovirus",,"Confirmed","Restaurant: Sit-down dining","10","0","10","0","10",,,,,,
"2017","1","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","20","0","20","0","20","fish, baked flounder;house salad;broccoli, unspecified",,"Multiple",,,
"2017","1","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","14","0","14","0","14",,,,,,
"2017","1","Wisconsin","Food","Norovirus Genogroup II","GII.P16 GII.2","Confirmed","Restaurant: Sit-down dining","35","1","35","0","35",,,,,,
"2017","1","Wisconsin","Food","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","25","0","25","0","25",,,,,,
"2017","1","Iowa","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2017","1","Kansas","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2017","1","Tennessee","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Buffet","3","0","3","0","3",,,,,,
"2017","1","Michigan","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","26","0","26","0","26",,,,,,
"2017","1","Minnesota","Food","Norovirus Genogroup I",,"Suspected","Restaurant: Sit-down dining","28","0","28","0","28","cucumber salad","vinegar;cucumber","Multiple",,,
"2017","1","Florida","Food","Norovirus Genogroup II","unknown","Suspected","Restaurant: Sit-down dining","12","0","12","0","12","salsa;lettuce","salsa;lettuce","Multiple",,,
"2017","1","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","1","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","5","0","5","0","5","tacos;burritos",,"Multiple",,,
"2017","1","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","17","2","17","0","17",,,,,,
"2017","1","Ohio","Food","Norovirus Genogroup I","GI.7","Confirmed","Banquet Facility (food prepared and served on-site);Restaurant: Sit-down dining","57","0","57","0","57",,,,,,
"2017","1","Tennessee","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","1","Michigan","Food","Norovirus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","11","0","11","0","11",,,,,,
"2017","1","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","1","Massachusetts","Food","Norovirus Genogroup II;Norovirus Genogroup II","GII.2;unknown","Suspected;Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","11","0","11","0","11",,,,,,
"2017","1","Florida","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6","Sushi, various types",,"Multiple",,,
"2017","1","Michigan","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","1","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","11","0","11","0","11",,,,,,
"2017","1","Iowa","Food","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2017","1","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4","oysters, raw","oysters, raw","Mollusks",,,
"2017","1","Washington","Food","Norovirus",,"Suspected","Other;Private home/residence;Restaurant: Sit-down dining","3","0","3","0","3","oysters, raw","oysters, raw","Mollusks",,,
"2017","1","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2017","1","Colorado","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","8","0","0","0","8",,,,,,
"2017","1","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","2","Minnesota","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2017","2","New York","Food","Norovirus Genogroup II","unknown","Confirmed","Restaurant: Other","7","0","7","0","7","greek salad",,"Multiple",,,
"2017","2","Wisconsin","Food","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","17","0","17","0","17",,,,,,
"2017","2","Minnesota","Food","Norovirus Genogroup II;Norovirus Genogroup II","GII.6; GII.6","Suspected;Confirmed","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2017","2","Florida","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","13","0","13","0","13","sushi",,"Multiple",,,
"2017","2","Florida","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","2","Minnesota","Food","Norovirus Genogroup II","GII.4 untypeable","Suspected","Restaurant: Fast-food (drive up service or pay at counter)","12","0","12","0","12",,,,,,
"2017","2","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3","pico de gallo",,"N/A",,,
"2017","2","Minnesota","Food","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Restaurant: Sit-down dining","9","0","9","0","9","raw oysters","oysters, raw","Mollusks",,,
"2017","2","Ohio","Food","Norovirus Genogroup II;Norovirus Genogroup II","unknown;GII.P16 GII.4 Sydney","Suspected;Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","2","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","5","0","4","0","5",,,,,,
"2017","2","Colorado","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","2","Florida","Food","Norovirus",,"Suspected","Restaurant: Buffet","3","0","3","0","3",,,,,,
"2017","2","Colorado","Food","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Restaurant: Sit-down dining","10","0","10","0","10",,,,,,
"2017","2","Illinois","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining;Hotel/motel","38","1","38","0","38",,,,,,
"2017","2","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2","oysters, raw","oysters, raw","Mollusks",,,
"2017","2","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2","oysters, raw","oysters, raw","Mollusks",,,
"2017","2","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5","oysters, raw","oysters, raw","Mollusks",,,
"2017","2","California","Food","Norovirus Genogroup II","GII.P16 GII.2","Confirmed","Restaurant: Sit-down dining","33","0","9","0","33",,,,,,
"2017","2","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2017","2","Colorado","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","9","0","0","0","9",,,,,,
"2017","2","Illinois","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2017","2","California","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","3","0","2","0","2","oysters","oysters","Mollusks",,,
"2017","3","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","14","0","14","0","14",,,,,,
"2017","3","South Carolina","Food","Norovirus Genogroup II","GII.2","Confirmed","Restaurant: Sit-down dining","30","0","30","0","30",,,,,,
"2017","3","Virginia","Food","Norovirus Genogroup II;Norovirus Genogroup II","GII.P16 GII.2;unknown","Suspected;Suspected","Restaurant: Other","25","0","25","0","25",,,,,,
"2017","3","Oregon","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","12","0","8","0","8","shrimp;house salad",,"Multiple",,,
"2017","3","Ohio","Food","Norovirus",,"Suspected","Restaurant: Other","2","0","2","0","2",,,,,,
"2017","3","Florida","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2017","3","Ohio","Food","Norovirus",,"Suspected","Restaurant: Other","4","0","4","0","4",,,,,,
"2017","3","Massachusetts","Food","Norovirus Genogroup II","GII.P16 GII.2","Confirmed","Restaurant: Sit-down dining","12","0","8","0","8",,,,,,
"2017","3","Tennessee","Food","Norovirus Genogroup II","GII.4 untypeable","Confirmed","Restaurant: Sit-down dining","3","0","2","0","2","nachos, unspecified",,"Multiple",,,
"2017","3","Wisconsin","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","3","New York","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6","greek salad",,"Multiple",,,
"2017","3","Ohio","Food","Norovirus",,"Suspected","Restaurant: Other","2","0","2","0","2",,,,,,
"2017","3","Minnesota","Food","Norovirus Genogroup II","GII.4 untypeable","Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","3","Oregon","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","20","0","20","0","20","oysters, raw;oysters, baked","oysters, raw;oysters","Mollusks",,,
"2017","3","Maryland","Food","Norovirus Genogroup II",,"Confirmed","Grocery store/bakery/deli/convenience store;Restaurant: Fast-food (drive up service or pay at counter)","22","0","22","0","22","rice, white;cheese, unspecified",,"Multiple",,,
"2017","3","Oregon","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","4",,"4",,"4",,,,,,
"2017","3","Minnesota","Food","Norovirus Genogroup II","GII.P16","Confirmed","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2017","3","Washington","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","5","0","5","0","5","oysters, raw","oysters, raw","Mollusks",,,
"2017","3","Florida","Food","Norovirus Genogroup I","GI.1","Suspected","Restaurant: Sit-down dining","7","0","7","0","7","ice",,"Other",,,
"2017","3","Michigan","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","11","0","11","0","11",,,,,,
"2017","3","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","3","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2017","3","Michigan","Food","Norovirus unknown",,"Suspected","Other;Restaurant: Buffet","24","0","24","0","24","soda, unspecified;pizza;cake, unspecified",,"Multiple",,,
"2017","3","Colorado","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","21","0","21","0","21",,,,,,
"2017","3","Colorado","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2017","3","Illinois","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","9","0","0","0","0",,,,,,
"2017","3","North Carolina","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","15","0","15","0","15",,,,,,
"2017","3","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","41","0","23","0","29",,,,,,
"2017","3","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2","oysters, raw","oysters, raw","Mollusks",,,
"2017","3","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining;Banquet Facility (food prepared and served on-site)","22","0","12","0","12","oysters, raw","oysters, raw","Mollusks",,,
"2017","3","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2","oysters, raw","oysters, raw","Mollusks",,,
"2017","3","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","3","Colorado","Food","Norovirus unknown",,"Suspected","Restaurant: Buffet","8","0","8","0","8",,,,,,
"2017","3","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2017","3","California","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2017","3","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","4","South Carolina","Food","Norovirus unknown",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","4","0","0","0","0",,,,,,
"2017","4","Indiana","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","6","1","2","0","2",,,,,,
"2017","4","Ohio","Food","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","4","Kansas","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","19","0","19","0","19",,,,,,
"2017","4","Wisconsin","Food","Norovirus Genogroup II","GII.P16 GII.2","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","115","0","98","0","115","Submarine Sandwich",,"Multiple",,,
"2017","4","Connecticut","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","25","0","25","0","25","fish, sole",,"Fish",,,
"2017","4","Ohio","Food","Norovirus unknown",,"Suspected","Restaurant: Buffet","11","0","0","0","0",,,,,,
"2017","4","Oklahoma","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","10","0","10","0","10",,,,,,
"2017","4","Ohio","Food","Sapovirus;Norovirus Genogroup I","GI.P7 GI.7","Confirmed;Confirmed","Restaurant: Sit-down dining","4","0","0","0","0",,,,,,
"2017","4","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","12","0","12","0","12",,,,,,
"2017","4","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","108","0","108","0","108","sushi","tuna;shrimp;rice, white;eel","Multiple",,,
"2017","4","Ohio","Food","Norovirus unknown;Norovirus Genogroup I","GI.7","Suspected;Suspected","Restaurant: Buffet","5","0","5","0","5",,,,,,
"2017","4","Ohio","Food","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Suspected","Restaurant: Fast-food (drive up service or pay at counter)","7","0","4","0","4",,,,,,
"2017","4","Connecticut","Food","Norovirus",,"Confirmed","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","4","Wisconsin","Food","Norovirus Genogroup II","GII.P16 GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2017","4","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2017","4","Oregon","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2017","4","Florida","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2017","4","Georgia","Food","Norovirus Genogroup II","unknown","Confirmed","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2017","4","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2","oysters, raw","oysters, raw","Mollusks",,,
"2017","4","Illinois","Food","Norovirus Genogroup I","GI.P1 GI.1","Confirmed","Restaurant: Sit-down dining","7","0","7","0","7",,,,,,
"2017","4","California","Food","Norovirus unknown",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4",,,,,,
"2017","4","Illinois","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","11","0","0","0","0",,,,,,
"2017","4","Idaho","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","2","0","2","0","2","tuna filets (albacore and ahi tuna);oysters, steamed;lettuce, unspecified","tuna;oysters;lettuce","Multiple",,,
"2017","4","Florida","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","10","0","10","0","10",,,,,,
"2017","5","Ohio","Food","Norovirus unknown",,"Suspected","Private home/residence;Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2017","5","Ohio","Food","Norovirus",,"Suspected","Restaurant: Other","3","0","3","0","3",,,,,,
"2017","5","Michigan","Food","Norovirus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","9","0","7","0","7",,,,,,
"2017","5","Michigan","Food","Norovirus Genogroup I","GI.7","Confirmed","Restaurant: Sit-down dining","90","0","3","0","2",,,,,,
"2017","5","Ohio","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","8","0","1","0","1",,,,,,
"2017","5","Oregon","Food","Norovirus Genogroup II","GII.P16","Confirmed","Restaurant: Sit-down dining","18","0","18","0","18",,,,,,
"2017","5","Ohio","Food","Norovirus",,"Suspected","Restaurant: Other","2","0","2","0","2",,,,,,
